7548	658	659	7739	39	40
7548	659	663	7754	5	9
7548	663	665	7758	22	24
7548	665	666	7759	10	11
7548	666	667	7765	4	5
7548	667	677	7776	222	232
7548	677	682	8084	75	80
7548	682	697	8116	154	169
7548	697	777	8141	1525	1605
7548	777	794	8166	214	231
7548	794	798	8304	79	83
7549	80	82	7579	389	391
7549	82	84	7709	144	146
7549	84	86	7738	24	26
7549	86	87	7747	31	32
7549	87	89	7758	24	26
7549	89	103	7776	232	246
7549	103	110	8141	1605	1612
7550	245	246	7576	152	153
7550	246	247	7579	391	392
7550	247	249	7709	146	148
7550	249	250	7710	7	8
7550	250	251	7739	40	41
7550	251	259	7756	5	13
7550	259	260	7760	20	21
7550	260	261	7776	246	247
7550	261	266	8116	169	174
7550	266	285	8141	1612	1631
7550	285	303	8166	231	249
7550	303	307	8239	1	5
7550	307	308	8304	83	84
7560	15	16	7756	13	14
7560	16	17	7760	21	22
7560	17	19	8141	1631	1633
7560	19	24	8166	249	254
7576	153	164	7579	392	403
7576	164	166	7709	148	150
7576	166	168	7735	267	269
7576	168	172	7738	26	30
7576	172	176	7754	9	13
7576	176	182	7758	26	32
7576	182	191	7776	247	256
7576	191	192	8084	80	81
7576	192	211	8141	1633	1652
7576	211	217	8304	84	90
7579	403	404	7593	90	91
7579	404	413	7709	150	159
7579	413	428	7735	269	284
7579	428	429	7738	30	31
7579	429	431	7747	32	34
7579	431	432	7749	10	11
7579	432	443	7754	13	24
7579	443	444	7758	32	33
7579	444	453	7776	256	265
7579	453	458	8084	81	86
7579	458	467	8116	174	183
7579	467	511	8141	1652	1696
7579	511	516	8166	254	259
7593	91	95	8116	183	187
7593	95	110	8141	1696	1711
7593	110	112	8166	259	261
7705	1	2	7706	0	1
7705	2	3	7735	284	285
7705	3	4	7739	41	42
7709	159	164	7735	285	290
7709	164	165	7738	31	32
7709	165	170	7739	42	47
7709	170	173	7758	33	36
7709	173	174	7759	11	12
7709	174	176	7760	22	24
7709	176	181	7776	265	270
7709	181	182	8084	86	87
7709	182	183	8116	187	188
7709	183	188	8141	1711	1716
7709	188	196	8166	261	269
7709	196	198	8304	90	92
7710	8	9	7739	47	48
7710	9	10	7758	36	37
7710	10	12	7760	24	26
7710	12	13	7776	270	271
7735	290	311	7738	32	53
7735	311	320	7749	11	20
7735	320	327	7758	37	44
7735	327	328	7759	12	13
7735	328	330	7760	26	28
7735	330	354	7776	271	295
7735	354	377	8116	188	211
7735	377	418	8141	1716	1757
7735	418	419	8166	269	270
7735	419	423	8304	92	96
7738	53	61	7747	34	42
7738	61	67	7749	20	26
7738	67	69	7758	44	46
7738	69	82	7776	295	308
7738	82	88	8141	1757	1763
7739	48	51	7759	13	16
7739	51	60	7776	308	317
7739	60	64	8141	1763	1767
7739	64	67	8166	270	273
7739	67	70	8304	96	99
7747	42	47	7749	26	31
7747	47	51	7758	46	50
7747	51	52	7759	16	17
7747	52	85	7776	317	350
7747	85	86	8116	211	212
7747	86	90	8141	1767	1771
7749	31	32	7753	3	4
7749	32	42	7758	50	60
7749	42	44	7759	17	19
7749	44	49	7776	350	355
7749	49	50	8141	1771	1772
7749	50	51	8304	99	100
7754	24	26	8141	1772	1774
7756	14	15	7760	28	29
7758	60	82	7776	355	377
7758	82	84	8116	212	214
7758	84	88	8141	1774	1778
7759	19	20	7760	29	30
7759	20	22	7776	377	379
7759	22	23	8116	214	215
7759	23	24	8166	273	274
7760	30	31	8141	1778	1779
7760	31	32	8166	274	275
7765	5	8	7776	379	382
7776	382	383	8116	215	216
7776	383	398	8141	1779	1794
7776	398	400	8166	275	277
7776	400	406	8304	100	106
8084	87	92	8141	1794	1799
8116	216	260	8141	1799	1843
8116	260	270	8166	277	287
8141	1843	1868	8166	287	312
8141	1868	1870	8304	106	108
8166	312	316	8304	108	112
